"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","start","end","saccver","spid","gene_uni","evalue","protein_names","gene_ontology_biological_process","gene_ontology_i_ds"
"g52187",52.9965323211327,6.35070063163453,0.966069524647968,6.57375113240292,4.9063211288055e-11,2.5085573902389e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g67692",47.362014385733,4.45605122058763,0.683159312204164,6.52271167351947,6.90475168540072e-11,3.23614203575256e-07,0,11389,"sp|P22985|XDH_RAT","P22985","XDH",2.67e-11,"Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)]","activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; adenosine catabolic process [GO:0006154]; aging [GO:0007568]; allantoin metabolic process [GO:0000255]; AMP catabolic process [GO:0006196]; cellular response to interleukin-1 [GO:0071347]; cellular response to tumor necrosis factor [GO:0071356]; dAMP catabolic process [GO:0046059]; deoxyadenosine catabolic process [GO:0006157]; deoxyguanosine catabolic process [GO:0006161]; deoxyinosine catabolic process [GO:0006149]; dGMP catabolic process [GO:0046055]; GMP catabolic process [GO:0046038]; guanine catabolic process [GO:0006147]; hypoxanthine catabolic process [GO:0009114]; IMP catabolic process [GO:0006204]; inosine catabolic process [GO:0006148]; iron-sulfur cluster assembly [GO:0016226]; lactation [GO:0007595]; negative regulation of endothelial cell differentiation [GO:0045602]; negative regulation of endothelial cell proliferation [GO:0001937]; negative regulation of gene expression [GO:0010629]; negative regulation of protein kinase B signaling [GO:0051898]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of vascular endothelial growth factor signaling pathway [GO:1900747]; negative regulation of vasculogenesis [GO:2001213]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; regulation of epithelial cell differentiation [GO:0030856]; response to aluminum ion [GO:0010044]; response to azide [GO:0097184]; response to carbon monoxide [GO:0034465]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to lipopolysaccharide [GO:0032496]; xanthine catabolic process [GO:0009115]","GO:0000255; GO:0001933; GO:0001937; GO:0004854; GO:0004855; GO:0005506; GO:0005615; GO:0005777; GO:0005829; GO:0006147; GO:0006148; GO:0006149; GO:0006154; GO:0006157; GO:0006161; GO:0006196; GO:0006204; GO:0006919; GO:0007568; GO:0007595; GO:0009114; GO:0009115; GO:0009408; GO:0010044; GO:0010629; GO:0016226; GO:0016491; GO:0016529; GO:0030856; GO:0032496; GO:0034465; GO:0042542; GO:0042802; GO:0042803; GO:0043546; GO:0045602; GO:0046038; GO:0046055; GO:0046059; GO:0050421; GO:0050660; GO:0051537; GO:0051898; GO:0070674; GO:0070675; GO:0071347; GO:0071356; GO:0071949; GO:0097184; GO:1900745; GO:1900747; GO:2000379; GO:2001213"
"g23420",56.1104291794293,3.80405990903382,0.584724025379899,6.50573560161532,7.73141060178614e-11,3.34484611588966e-07,0,32832,"sp|B3EWZ6|MLRP2_ACRMI","B3EWZ6","MLRP2",0,"MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)",NA,"GO:0005576; GO:0016020"
"g96133",24.3926282054693,3.92935267516131,0.621131531309922,6.32612011641816,2.51402146922115e-10,1.00995425337097e-06,1193,6945,"sp|Q95SX7|RTBS_DROME","Q95SX7","RTBS",7.5e-24,"Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)","transposition, DNA-mediated [GO:0006313]","GO:0003964; GO:0006313"
"g68732",53.5885092873462,4.33386938382435,0.692544958404699,6.25788886516128,3.90223727522139e-10,1.37168518020626e-06,0,11159,"sp|P22985|XDH_RAT","P22985","XDH",2.61e-11,"Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)]","activation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0006919]; adenosine catabolic process [GO:0006154]; aging [GO:0007568]; allantoin metabolic process [GO:0000255]; AMP catabolic process [GO:0006196]; cellular response to interleukin-1 [GO:0071347]; cellular response to tumor necrosis factor [GO:0071356]; dAMP catabolic process [GO:0046059]; deoxyadenosine catabolic process [GO:0006157]; deoxyguanosine catabolic process [GO:0006161]; deoxyinosine catabolic process [GO:0006149]; dGMP catabolic process [GO:0046055]; GMP catabolic process [GO:0046038]; guanine catabolic process [GO:0006147]; hypoxanthine catabolic process [GO:0009114]; IMP catabolic process [GO:0006204]; inosine catabolic process [GO:0006148]; iron-sulfur cluster assembly [GO:0016226]; lactation [GO:0007595]; negative regulation of endothelial cell differentiation [GO:0045602]; negative regulation of endothelial cell proliferation [GO:0001937]; negative regulation of gene expression [GO:0010629]; negative regulation of protein kinase B signaling [GO:0051898]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of vascular endothelial growth factor signaling pathway [GO:1900747]; negative regulation of vasculogenesis [GO:2001213]; positive regulation of p38MAPK cascade [GO:1900745]; positive regulation of reactive oxygen species metabolic process [GO:2000379]; regulation of epithelial cell differentiation [GO:0030856]; response to aluminum ion [GO:0010044]; response to azide [GO:0097184]; response to carbon monoxide [GO:0034465]; response to heat [GO:0009408]; response to hydrogen peroxide [GO:0042542]; response to lipopolysaccharide [GO:0032496]; xanthine catabolic process [GO:0009115]","GO:0000255; GO:0001933; GO:0001937; GO:0004854; GO:0004855; GO:0005506; GO:0005615; GO:0005777; GO:0005829; GO:0006147; GO:0006148; GO:0006149; GO:0006154; GO:0006157; GO:0006161; GO:0006196; GO:0006204; GO:0006919; GO:0007568; GO:0007595; GO:0009114; GO:0009115; GO:0009408; GO:0010044; GO:0010629; GO:0016226; GO:0016491; GO:0016529; GO:0030856; GO:0032496; GO:0034465; GO:0042542; GO:0042802; GO:0042803; GO:0043546; GO:0045602; GO:0046038; GO:0046055; GO:0046059; GO:0050421; GO:0050660; GO:0051537; GO:0051898; GO:0070674; GO:0070675; GO:0071347; GO:0071356; GO:0071949; GO:0097184; GO:1900745; GO:1900747; GO:2000379; GO:2001213"
"g146797",21.5004246539841,4.73979814418283,0.757272350174106,6.25904028199774,3.87353818300736e-10,1.37168518020626e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g29384",105.195659022056,2.54434593246015,0.41140816908654,6.18448082377514,6.23071864163693e-10,2.06134163437026e-06,0,36208,"sp|B3EWZ5|MLRP1_ACRMI","B3EWZ5","MLRP1",1.16e-172,"MAM and LDL-receptor class A domain-containing protein 1 (Skeletal organic matrix MAM and LDL-receptor 1) (SOM MAM and LDL-receptor 1) (Fragment)",NA,"GO:0005576; GO:0016020"
"g122771",31.8349645954176,4.63497841985056,0.756138288113274,6.12980256748514,8.798819220217e-10,2.7492399476858e-06,0,4239,"sp|B3EWZ6|MLRP2_ACRMI","B3EWZ6","MLRP2",1.85e-128,"MAM and LDL-receptor class A domain-containing protein 2 (Skeletal organic matrix MAM and LDL-receptor 2) (SOM MAM and LDL-receptor 2) (Fragment)",NA,"GO:0005576; GO:0016020"
"g58468",38.3672066208464,2.43462226317646,0.400927627281919,6.07247317846849,1.25955141265053e-09,3.72840476580481e-06,0,13937,"sp|Q9NBX4|RTXE_DROME","Q9NBX4","RTXE",3.03e-23,"Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)","transposition, DNA-mediated [GO:0006313]","GO:0003964; GO:0006313"
"g9738",115.413020120168,3.26998516376613,0.540185250411829,6.05345140629653,1.41774853731747e-09,3.98685066179045e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g41900",182.50243307106,0.706091943499758,0.117757084293776,5.99617379909157,2.02020807798848e-09,5.41050203439182e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g72496",42.0970116403082,5.41185924925646,0.911672126399882,5.93619031726619,2.9172114843763e-09,7.45771855928599e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g3440",28.8379979634964,-2.94159709149187,0.496195431345002,-5.92830345801107,3.06080471576475e-09,7.48459907930614e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g72502",18.3453321557053,6.49451260673109,1.11045282076393,5.84852637166813,4.95947021889853e-09,1.16221051688038e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g94663",48.4818250758263,3.50836862054187,0.601854039650946,5.82926821024014,5.56709646419816e-09,1.25241855735773e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g114167",41.0544540557035,2.94479658644634,0.5103012020468,5.77070282146087,7.89415861529228e-09,1.7076279570818e-05,0,5044,"sp|Q54K67|MANG_DICDI","Q54K67","MANG",1.68e-27,"Alpha-mannosidase G (EC 3.2.1.24)","mannose metabolic process [GO:0006013]; oligosaccharide catabolic process [GO:0009313]","GO:0004559; GO:0006013; GO:0009313; GO:0030246; GO:0046872"
"g94664",48.665168453471,3.29451100880575,0.5743037279577,5.73653077357076,9.6635498153021e-09,2.01295321745267e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g37881",18.5540459393947,2.62348110280209,0.459774218554414,5.70602047033136,1.15648096286588e-08,2.32295722548224e-05,0,21764,"sp|Q9NBX4|RTXE_DROME","Q9NBX4","RTXE",5.78e-12,"Probable RNA-directed DNA polymerase from transposon X-element (EC 2.7.7.49) (Reverse transcriptase)","transposition, DNA-mediated [GO:0006313]","GO:0003964; GO:0006313"
"g11932",34.7801360640469,1.85818609696727,0.328622344144137,5.65447277118883,1.5632537654861e-08,2.93068394261564e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g146361",97.2925415330253,3.80149911898574,0.672123315894527,5.65595483609483,1.54982220810776e-08,2.93068394261564e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g113541",38.6156318763354,4.73396282380151,0.847841271869166,5.58354845520192,2.35660079930378e-08,4.27548200498203e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g56507",34.3905578040759,2.91894905580381,0.526240694203446,5.54679462830623,2.90954154531485e-08,5.0350417992029e-05,625,5588,"sp|P04323|POL3_DROME","P04323","POL3",4.37e-82,"Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]","DNA integration [GO:0015074]","GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074"
"g148164",37.0440552314528,6.34487291977866,1.14443220924654,5.54412298825105,2.95431135759212e-08,5.0350417992029e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g99479",26.2732989446257,3.88769632421584,0.704870631891684,5.51547496564341,3.4783925829578e-08,5.75387516619743e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g139790",22.9912672293845,4.61022237168976,0.844822504734347,5.45703073231867,4.8416258160578e-08,7.6494855033516e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g155721",219.161044892657,0.844135753694791,0.154744381659231,5.4550332919595,4.896367094354e-08,7.6494855033516e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g87706",26.6243421640747,5.49776876587073,1.01700062078904,5.40586569318445,6.44961134744406e-08,9.80375787575537e-05,0,6628,"sp|Q54K67|MANG_DICDI","Q54K67","MANG",9.78e-17,"Alpha-mannosidase G (EC 3.2.1.24)","mannose metabolic process [GO:0006013]; oligosaccharide catabolic process [GO:0009313]","GO:0004559; GO:0006013; GO:0009313; GO:0030246; GO:0046872"
"g27050",79.8981985374977,-0.746106646410977,0.138315117034064,-5.39425235946715,6.88094537168056e-08,0.000101841613051068,9731,16074,"sp|Q32LE3|CETN1_BOVIN","Q32LE3","CETN1",2.44e-69,"Centrin-1","cell division [GO:0051301]; centriole replication [GO:0007099]; mitotic cell cycle [GO:0000278]; nucleotide-excision repair [GO:0006289]","GO:0000278; GO:0000922; GO:0005509; GO:0005737; GO:0005813; GO:0005814; GO:0006289; GO:0007099; GO:0051301"
"g65912",21.4878739627767,1.13064131257011,0.210674907924949,5.366758308839,8.01643627184234e-08,0.000115605233025886,6578,11850,"sp|Q96MW7|TIGD1_HUMAN","Q96MW7","TIGD1",1.59e-69,"Tigger transposable element-derived protein 1",NA,"GO:0003677; GO:0005634"
"g59432",24.6120755081074,4.18598692021871,0.78404019653109,5.33899529480657,9.34630696007179e-08,0.000131413749012089,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g145502",52.9082977826007,2.35334414380284,0.443077665757134,5.31135808838712,1.08811285129693e-07,0.000149262543860103,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g11930",22.1219789357473,1.84688383457287,0.348867041327558,5.29394759546459,1.19703749080535e-07,0.000160294720375891,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g18751",26.3275158589099,1.79390805841905,0.339863448718885,5.27832005819155,1.30373604411734e-07,0.000170522610681971,436,32054,"sp|O02467|ASPG_SPOFR","O02467","ASPG",2.52e-75,"N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase (EC 3.5.1.26) (Aspartylglucosaminidase) (AGA) (Glycosylasparaginase) (N4-(N-acetyl-beta-glucosaminyl)-L-asparagine amidase) [Cleaved into: Glycosylasparaginase alpha chain; Glycosylasparaginase beta chain] (Fragment)",NA,"GO:0003948; GO:0005764; GO:0008233"
"g27859",1208.3026496016,1.12384169233028,0.216545322808212,5.18986823523143,2.10442944054882e-07,0.00026899391044397,23825,37860,"sp|C5FK77|DPEP1_ARTOC","C5FK77","DPEP1",3.83e-14,"Putative dipeptidase MCYG_02918 (EC 3.4.13.19)",NA,"GO:0046872; GO:0070573"
"g104526",21.2284446239816,4.10943392928118,0.793467755041288,5.17908119538815,2.22981407968792e-07,0.000278687118821796,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g148980",212.078033814716,-1.00167735970814,0.193578989248514,-5.17451487682994,2.2850390423078e-07,0.000279380795255381,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g89290",215.971289402357,1.8244598988649,0.355417519849355,5.13328633782093,2.84726224671189e-07,0.00034071430485015,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g56502",54.7291456371754,0.636728474179459,0.125005381727381,5.09360849413727,3.5131185698306e-07,0.000410904377741134,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g120971",29.4417768125285,2.50971123408132,0.493063488227534,5.09003666668413,3.57994283797083e-07,0.000410904377741134,0,4405,"sp|Q54K67|MANG_DICDI","Q54K67","MANG",8.79e-20,"Alpha-mannosidase G (EC 3.2.1.24)","mannose metabolic process [GO:0006013]; oligosaccharide catabolic process [GO:0009313]","GO:0004559; GO:0006013; GO:0009313; GO:0030246; GO:0046872"
"g21471",50.2383126054997,3.78437163504706,0.745795377319857,5.07427606838601,3.88973995622437e-07,0.000429097622979562,24355,27804,"sp|O19015|BGAL_FELCA","O19015","BGAL",7.75e-11,"Beta-galactosidase (EC 3.2.1.23) (Acid beta-galactosidase) (Lactase)","carbohydrate metabolic process [GO:0005975]","GO:0004565; GO:0005764; GO:0005773; GO:0005975"
"g149788",51.0839657789539,2.72145975838172,0.536331442439817,5.07421259138112,3.89103850715794e-07,0.000429097622979562,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g79937",26.4222786017294,4.63856758750736,0.920644504609195,5.03839165311304,4.69460046540452e-07,0.000498176829009964,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g120970",29.9948023746372,2.43929818131843,0.484011958211093,5.03974775816298,4.66145814342777e-07,0.000498176829009964,0,4405,"sp|Q54K67|MANG_DICDI","Q54K67","MANG",8.79e-20,"Alpha-mannosidase G (EC 3.2.1.24)","mannose metabolic process [GO:0006013]; oligosaccharide catabolic process [GO:0009313]","GO:0004559; GO:0006013; GO:0009313; GO:0030246; GO:0046872"
"g119843",20.9418345607972,2.24318314476227,0.448163356610459,5.00528013206585,5.57808499843449e-07,0.000580967882373987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g70960",23.8099166310696,-1.14281927267026,0.229885724650205,-4.97124940841447,6.65228066484496e-07,0.000680250125731291,0,10700,"sp|O00255|MEN1_HUMAN","O00255","MEN1",3.26e-15,"Menin","brain development [GO:0007420]; cellular response to DNA damage stimulus [GO:0006974]; cellular response to glucose stimulus [GO:0071333]; cellular response to peptide hormone stimulus [GO:0071375]; chromatin organization [GO:0006325]; decidualization [GO:0046697]; DNA repair [GO:0006281]; histone H3-K4 methylation [GO:0051568]; MAPK cascade [GO:0000165]; mitotic cell cycle [GO:0000278]; negative regulation of cell cycle [GO:0045786]; negative regulation of cell cycle G1/S phase transition [GO:1902807]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cell-substrate adhesion [GO:0010812]; negative regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0045736]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of JNK cascade [GO:0046329]; negative regulation of osteoblast differentiation [GO:0045668]; negative regulation of protein phosphorylation [GO:0001933]; negative regulation of telomerase activity [GO:0051974]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; osteoblast development [GO:0002076]; positive regulation of protein binding [GO:0032092]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transforming growth factor beta receptor signaling pathway [GO:0030511]; regulation of activin receptor signaling pathway [GO:0032925]; regulation of transcription by RNA polymerase II [GO:0006357]; regulation of type B pancreatic cell proliferation [GO:0061469]; response to gamma radiation [GO:0010332]; response to transforming growth factor beta [GO:0071559]; response to UV [GO:0009411]; type B pancreatic cell differentiation [GO:0003309]","GO:0000122; GO:0000165; GO:0000278; GO:0000400; GO:0000403; GO:0000781; GO:0000785; GO:0000976; GO:0001933; GO:0002076; GO:0003309; GO:0003682; GO:0003690; GO:0005634; GO:0005654; GO:0005737; GO:0005788; GO:0005829; GO:0006281; GO:0006325; GO:0006357; GO:0006974; GO:0007420; GO:0008285; GO:0009411; GO:0010332; GO:0010812; GO:0016363; GO:0017053; GO:0030511; GO:0030674; GO:0032092; GO:0032154; GO:0032925; GO:0032991; GO:0035097; GO:0043433; GO:0044665; GO:0045668; GO:0045736; GO:0045786; GO:0045892; GO:0045944; GO:0046329; GO:0046697; GO:0047485; GO:0050680; GO:0051219; GO:0051568; GO:0051974; GO:0061469; GO:0070412; GO:0071333; GO:0071339; GO:0071375; GO:0071559; GO:1902807"
"g88738",48.5520358646211,1.14511788141767,0.230790887131364,4.96171185808512,6.9874600036611e-07,0.000701765581296263,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g4000",50.566885488818,1.00148390039189,0.202171722060217,4.95362996459813,7.28416673728494e-07,0.00070633811316962,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g87028",55.3532672674842,-0.848281373503728,0.171217754403426,-4.954400765618,7.25535318785149e-07,0.00070633811316962,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g111963",44.8773712516472,1.13566445048449,0.229633506859619,4.94555200595683,7.59283957040268e-07,0.000723790649353538,2926,5252,"sp|Q93112|GST1C_ANOGA","Q93112","GST1C",1.29e-13,"Glutathione S-transferase 1, isoform C (EC 2.5.1.18) (EC 4.5.1.1) (AgGst1-alpha) (Aggst1-5) (DDT-dehydrochlorinase) (GST class-theta)","glutathione metabolic process [GO:0006749]","GO:0004364; GO:0006749; GO:0018833"
"g154026",219.156025384691,1.0794604571465,0.218538882989829,4.93944346369126,7.83458541781612e-07,0.000734387921781357,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g58313",132.740452720642,0.828294116801804,0.167896017394459,4.93337560744987,8.08205210260165e-07,0.000745165203859872,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g99050",23.8725401494463,2.73272712098821,0.555549763840851,4.91896009836314,8.7005201559852e-07,0.000789249442924064,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g111234",24.6167491996174,7.61806296255861,1.55057135651638,4.91306828966185,8.96620294098594e-07,0.00080043997747132,0,2734,"sp|Q6DCX5|PCFT_XENLA","Q6DCX5","PCFT",2.11e-13,"Proton-coupled folate transporter (Heme carrier protein 1) (Solute carrier family 46 member 1)",NA,"GO:0005542; GO:0016021; GO:0022857"
"g86828",24.1692844424855,2.39388271480529,0.489808622465699,4.88738377604393,1.02184781969884e-06,0.00089798070430472,0,8116,"sp|P21328|RTJK_DROME","P21328","RTJK",1.54e-25,"RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)",NA,"GO:0003964"
"g57249",19.6194612519392,3.01176442509698,0.619374722108269,4.86258853904359,1.15860526148328e-06,0.00100249657102065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g97904",110.670229827984,1.50199137457269,0.309786142188393,4.84847825652341,1.24412164560662e-06,0.00106018014533648,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g124730",354.747362749753,0.857566712826523,0.177769133763123,4.82404731728753,1.40674021631635e-06,0.00116349828303035,0,4064,"sp|Q6GMC7|AK1A1_XENLA","Q6GMC7","AK1A1",6.14e-11,"Aldo-keto reductase family 1 member A1 (EC 1.1.1.2) (Alcohol dehydrogenase [NADP(+)]) (Aldehyde reductase)","aldehyde catabolic process [GO:0046185]; cellular detoxification of aldehyde [GO:0110095]; lipid metabolic process [GO:0006629]","GO:0005829; GO:0006629; GO:0008106; GO:0016324; GO:0046185; GO:0110095"
"g135902",18.8300419751347,6.23848818537731,1.29283895110988,4.82541787592466,1.39710025538688e-06,0.00116349828303035,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g17476",93.8669943668863,0.881840336599115,0.182958027927316,4.8199051257234,1.43626508113896e-06,0.00117070174917997,162,12244,"sp|Q10126|YSM6_CAEEL","Q10126","YSM6",2.42e-17,"Putative uncharacterized transposon-derived protein F52C9.6",NA,NA
"g153882",28.1557820552982,2.81102977809754,0.583806418072887,4.81500321181222,1.47197522636997e-06,0.00118266900973571,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g132823",23.9597605092424,0.989391694023155,0.205948783012069,4.80406671771969,1.5547498459812e-06,0.00122655516853892,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g133012",191.770618428845,0.58339241869014,0.121487296345535,4.80208578377489,1.57021393504503e-06,0.00122655516853892,0,1861,"sp|O00370|LORF2_HUMAN","O00370","LORF2",5.92e-14,"LINE-1 retrotransposable element ORF2 protein (ORF2p) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]","DNA recombination [GO:0006310]; nucleic acid phosphodiester bond hydrolysis [GO:0090305]; reverse transcription involved in RNA-mediated transposition [GO:0032199]; transposition, RNA-mediated [GO:0032197]","GO:0003964; GO:0006310; GO:0009036; GO:0032197; GO:0032199; GO:0046872; GO:0090305"
"g69922",94.5951135982837,1.09714826572037,0.228677366602,4.79779998354579,1.60417849122287e-06,0.00123592063977201,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g99049",64.5815764471212,2.70857282940772,0.565035652309204,4.79363172631364,1.63788826670193e-06,0.00124483934994392,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g18004",254.712626810967,1.22361215930056,0.257287402610225,4.75581838398148,1.97644096749805e-06,0.00146883402363947,41025,51234,"sp|F4KHQ8|NCER3_ARATH","F4KHQ8","NCER3",6.14e-19,"Neutral ceramidase 3 (AtNCER3) (N-CDase 3) (NCDase 3) (EC 3.5.1.23) (Acylsphingosine deacylase 3) (N-acylsphingosine amidohydrolase 3)","cellular response to oxidative stress [GO:0034599]; ceramide catabolic process [GO:0046514]; long-chain fatty acid biosynthetic process [GO:0042759]; sphingosine biosynthetic process [GO:0046512]","GO:0005576; GO:0005783; GO:0005794; GO:0017040; GO:0034599; GO:0042759; GO:0046512; GO:0046514; GO:0102121"
"g88617",174.15002133818,1.86750104468369,0.392747861298884,4.75496171642423,1.9848402581096e-06,0.00146883402363947,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g105347",223.929961841423,1.38308048333359,0.291246393984837,4.74883298780205,2.04593807180163e-06,0.00149438505239308,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g21443",817.527619166743,-0.582102136576693,0.122821648873405,-4.73940988348626,2.14341534498664e-06,0.0015320858511463,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g46895",39.1484870991064,2.40631627905857,0.507812025184171,4.7385964879147,2.15203552932965e-06,0.0015320858511463,NA,NA,NA,NA,NA,NA,NA,NA,NA
"g26893",39.3541579185456,0.853016631524747,0.180805094804752,4.71787939629634,2.38315692840133e-06,0.00167541889958935,0,4706,"sp|Q8BTV1|TUSC3_MOUSE","Q8BTV1","TUSC3",2.1e-15,"Tumor suppressor candidate 3 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TUSC3) (Oligosaccharyl transferase subunit TUSC3) (Magnesium uptake/transporter TUSC3) (Protein N33)","cognition [GO:0050890]; magnesium ion transport [GO:0015693]; protein N-linked glycosylation via asparagine [GO:0018279]","GO:0005739; GO:0008250; GO:0015095; GO:0015693; GO:0016021; GO:0018279; GO:0050890; GO:0062062"
